MARQUE,TYPE_PRODUIT|MODELE|MPN|EAN|SKU|TITRE_FRANCAIS|TITRE_ANGLAIS|TITRE_ESPAGNOL|TITRE_ITALIEN|TITRE_ALLEMAND|PartnerID|DIMENSIONS|MATERIAU|COULEUR|IMAGE_1|IMAGE_2|IMAGE_3|IMAGE_4|VIDEO|PDF|DESCRIPTION_FR|DESCRIPTION_GB|DESCRIPTION_DE|DESCRIPTION_ES|DESCRIPTION_IT|COLLECTION|ANNEE_CREATION|DESIGNER|STYLE|MOTIF|PAYS|DATE_NOUVEAUTE|URL_PAGE_PRODUIT|PRIX|PRIX_PROMOTION|DATE_DEBUT_PROMOTION|DATE_FIN_PROMOTION|VENTES_PRIVEES|MARKETPLACE|STOCK|DELAI_AVANT_EXPEDITION|MODE_DE_LIVRAISON 1|MODE_DE_LIVRAISON 2|ZONES_DE_LIVRAISON|PRIX_DE_LIVRAISON MODE 1|PRIX_DE_LIVRAISON MODE 2|PRIX_DE_LIVRAISON MODE 3|PRIX_DEFAUT_MODE 1|PRIX_DEFAUT_MODE 2|PRIX_DEFAUT_MODE 3
|Meuble de salle de bains|Meuble Salle de bain||3663256173118||Meuble de salle de bain simple vasque bicolore 150 cm Carmen|||||3579||||https://meublesmoss.com/13498-medium_default/meuble-de-salle-de-bain-simple-vasque-bicolore-150-cm-carmen.jpg|https://meublesmoss.com/13493-medium_default/meuble-de-salle-de-bain-simple-vasque-bicolore-150-cm-carmen.jpg|https://meublesmoss.com/13496-medium_default/meuble-de-salle-de-bain-simple-vasque-bicolore-150-cm-carmen.jpg|https://meublesmoss.com/13495-medium_default/meuble-de-salle-de-bain-simple-vasque-bicolore-150-cm-carmen.jpg|||Déstructuré, ce meuble de salle de bain au design géométrique, cache bien son jeu ! Un grand tiroir de rangement avec différents compartiments est dissimulé dans la partie blanche, équipé d'un système soft-close BLUM pour une fermeture silencieuse. Le coté sous-vasque jouera quant à lui les contrastes avec au choix, 2 finitions : bois ou laqué noir. Un ensemble très original pour votre salle de bain contemporaine.||||||||||||https://jump.beezup.com/487~265429774~a7b101e673944c6eb45e2d42b10ae9d7|649.00|529.00|||||14|2|||Europe|60|||||
|Meuble de salle de bains|Meuble Salle de bain||3663256192331||Meuble de salle de bain simple vasque bicolore 150 cm Carmen|||||3579_3133||||https://meublesmoss.com/13493-medium_default/meuble-de-salle-de-bain-simple-vasque-bicolore-150-cm-carmen.jpg|https://meublesmoss.com/1446-medium_default/meuble-de-salle-de-bain-simple-vasque-bicolore-150-cm-carmen.jpg|https://meublesmoss.com/13494-medium_default/meuble-de-salle-de-bain-simple-vasque-bicolore-150-cm-carmen.jpg|https://meublesmoss.com/1448-medium_default/meuble-de-salle-de-bain-simple-vasque-bicolore-150-cm-carmen.jpg|||Déstructuré, ce meuble de salle de bain au design géométrique, cache bien son jeu ! Un grand tiroir de rangement avec différents compartiments est dissimulé dans la partie blanche, équipé d'un système soft-close BLUM pour une fermeture silencieuse. Le coté sous-vasque jouera quant à lui les contrastes avec au choix, 2 finitions : bois ou laqué noir. Un ensemble très original pour votre salle de bain contemporaine.||||||||||||https://jump.beezup.com/487~265429775~a7b101e673944c6eb45e2d42b10ae9d7|649.00|529.00|||||6|2|||Europe|60|||||
|Console|Console||3663256167407||Console miroir design - Regina|||||3458_2147||||https://meublesmoss.com/14131-medium_default/console-miroir-design-regina.jpg|https://meublesmoss.com/12121-medium_default/console-miroir-design-regina.jpg|||||Une console design pour un salon d'exception ! Cette console fine et élégante rehaussera la déco de votre pièce, et donnera une touche raffinée. Grâce à ses reflets de miroirs, votre entrée ou votre chambre s'éclairera. Ce meuble d'appoint sera un véritable petit bijou, facile à intégrer dans toute sorte de décoration d'intérieur, classique ou moderne. Un meuble incontournable ! Beaucoup de modernité se dégage de cette commode en miroir de 110cm, dont les pieds peints en noir jouent l’élégance. Haute de 75cm, vous pourrez facilement y glisser une chaise pour créer un pôle écriture dans une entrée ou un espace de mise en beauté dans une chambre.||||||||||||https://jump.beezup.com/487~265429776~a7b101e673944c6eb45e2d42b10ae9d7|349.00|299.00|||||20|2|||Europe|59|||||
|Divan|Fauteuil & Canapé||3663256177345||Canape d'angle relax XL en tissu avec dossier réglable - Kosveg|||||3705||||https://meublesmoss.com/11124-medium_default/canape-d-angle-relax-xl-en-tissu-avec-dossier-reglable-kosveg.jpg|https://meublesmoss.com/8498-medium_default/canape-d-angle-relax-xl-en-tissu-avec-dossier-reglable-kosveg.jpg|https://meublesmoss.com/8499-medium_default/canape-d-angle-relax-xl-en-tissu-avec-dossier-reglable-kosveg.jpg|https://meublesmoss.com/8514-medium_default/canape-d-angle-relax-xl-en-tissu-avec-dossier-reglable-kosveg.jpg|||Un espace de détente dans votre salon ! Découvrez le confort et la ligne design de ce canapé relax. Son plus : sa modularité ! Vous pourrez à loisir adapter la profondeur de votre dossier ou la hauteur de votre accoudoir pour bénéficier d'une véritable fonction relax. Ce canapé d'angle contemporain dans sa version grand format, est disponible dans différents coloris de tissu. Enfin un canapé XL en tissu modulable! Retrouvez tout l’esthétisme d’un canapé d’angle contemporain avec un piètement en métal très aérien, le confort d’un dossier capitonné élaboré sur la base d’un design très moderne mis en valeur par des couleurs naturelles. Ce canapé permet une totale adaptabilité : sa méridienne, ses places assises et ses accoudoirs sont réglables.||||||||||||https://jump.beezup.com/487~265429777~a7b101e673944c6eb45e2d42b10ae9d7|2349.00|1899.00|||||16|2|||Europe|245|||||
|Chaise|Chaise||3663256177604||Lot de 2 chaises plexi design transparent - Pengy|||||3713||||https://meublesmoss.com/14099-medium_default/lot-de-2-chaises-plexi-design-transparent-pengy.jpg|https://meublesmoss.com/1494-medium_default/lot-de-2-chaises-plexi-design-transparent-pengy.jpg|https://meublesmoss.com/1495-medium_default/lot-de-2-chaises-plexi-design-transparent-pengy.jpg|https://meublesmoss.com/1496-medium_default/lot-de-2-chaises-plexi-design-transparent-pengy.jpg|||La simplicité de cette chaise design en polycarbonate vous permettra de l'assortir à toute sorte de décoration d'intérieur, classique ou contemporaine. Elle ajoutera une note de modernité et de confort autour de votre table de salle à manger, ou accompagnera un bureau en toute discrétion. Pour l'intérieur comme l'extérieur, cette chaise facile à entretenir, résistera aux agressions UV grâce à sa composition en polycarbonate. Gagnez de la place en empilant ces chaises faite d’un monobloc de polycarbonate ! La transparence de ces chaises permet aussi de laisser passer le regard ce qui présente l’avantage de ne pas encombrer une pièce. Vous l’aurez compris, la Pengy est idéale pour meubler les petits espaces.||||||||||||https://jump.beezup.com/487~265429778~a7b101e673944c6eb45e2d42b10ae9d7|249.00||||||40|2|||Europe|20|||||
|Tabouret de bar|Tabouret||3663256178106||Tabouret baroque de bar - Palmyr - tabouret design assise : 75 cm|||||3740_2958||||https://meublesmoss.com/1512-medium_default/tabouret-baroque-de-bar-palmyr-tabouret-design-assise-75-cm.jpg|https://meublesmoss.com/1506-medium_default/tabouret-baroque-de-bar-palmyr-tabouret-design-assise-75-cm.jpg|||||Ce splendide tabouret baroque a tout pour égayer votre bar et vous permettre de recevoir avec style. Grâce à ses nombreux coloris, vous pourrez aisément le coordonner avec votre intérieur; Osez l'effet croco pour une ambiance baroque, ou choisissez le similicuir pour une déco plus classique ou contemporaine. Vous apprécierez tout particulièrement, son confort d'assise et son ergonomie ainsi que sa facilité d'entretien et sa robustesse. Les sièges Palmyr, existent également en version chaise ou tabouret de cuisine avec une hauteur d'assise à 65 cm.||||||||||||https://jump.beezup.com/487~265429779~a7b101e673944c6eb45e2d42b10ae9d7|179.00||||||13|2|||Europe|15|||||
|Tabouret de bar|Tabouret||3663256178144||Tabouret baroque de cuisine - Palmyr - tabouret design assise : 65 cm|||||3741_2961||||https://meublesmoss.com/1516-medium_default/tabouret-baroque-de-cuisine-palmyr-tabouret-design-assise-65-cm.jpg|https://meublesmoss.com/1517-medium_default/tabouret-baroque-de-cuisine-palmyr-tabouret-design-assise-65-cm.jpg|https://meublesmoss.com/1519-medium_default/tabouret-baroque-de-cuisine-palmyr-tabouret-design-assise-65-cm.jpg|https://meublesmoss.com/1522-medium_default/tabouret-baroque-de-cuisine-palmyr-tabouret-design-assise-65-cm.jpg|||Confort garanti avec ce tabouret de cuisine au piètement inox chromé. Sa hauteur d'assise de 65 cm sera adaptée aux table hautes ou ilot de cuisine, vous permettra de donner du style et de l'élégance à votre coin repas. Pour une ambiance baroque ou contemporaine vous aurez le choix entre le revêtement similicuir ou l'aspect croco. Découvrez la collection Palmyr, déclinée en version chaise ou tabouret de bar avec une hauteur d'assise à 75 cm.||||||||||||https://jump.beezup.com/487~265429780~a7b101e673944c6eb45e2d42b10ae9d7|169.00||||||52|2|||Europe|15|||||
|Chaise|Chaise||3663256149397||Chaise médaillon baroque design Palmyr|||||3177_2609||||https://meublesmoss.com/13805-medium_default/chaise-medaillon-baroque-design-palmyr.jpg|https://meublesmoss.com/13806-medium_default/chaise-medaillon-baroque-design-palmyr.jpg|https://meublesmoss.com/13807-medium_default/chaise-medaillon-baroque-design-palmyr.jpg||||Tendance ! Cette chaise ovale au design baroque, néoclassique qui fera de votre salle à manger un espace convivial et original. Avec son piètement en inox chromé, cette chaise au dossier haut et arrondi, conjuguera robustesse et confort. Une chaise médaillon design aussi belle qu'originale. S'y installer est un pur plaisir, ces chaises design sauront mettre en valeur les plus belles tables modernes comme la table Betty avec son plateau en verre et ses pieds chromés; Nous vous proposons ces modèles en différents coloris, noir, blanc, gris. et matières, pour un effet croco ou cuir lisse. Enfin une chaise moderne, robuste, facile d'entretien qui répondra parfaitement à votre attente. Vous apprécierez tout particulièrement, son confort d'assise rembourré de mousse et son ergonomie. Cette splendide chaise soulignée de métal chromé a tout pour égayer votre table à manger et vous permet de faire de belles réception. Ces nombreux coloris vous permettront de jouer les décorateurs et d'harmoniser au plus juste votre intérieur design, baroque, contemporain ou classique.||||||||||||https://jump.beezup.com/487~265429782~a7b101e673944c6eb45e2d42b10ae9d7|139.00||||||0|2|||Europe|10|||||
|Chaise|Chaise||3663256149434||Chaise médaillon baroque design Palmyr|||||3177_2612||||https://meublesmoss.com/13808-medium_default/chaise-medaillon-baroque-design-palmyr.jpg|https://meublesmoss.com/13809-medium_default/chaise-medaillon-baroque-design-palmyr.jpg|https://meublesmoss.com/1108-medium_default/chaise-medaillon-baroque-design-palmyr.jpg|https://meublesmoss.com/1103-medium_default/chaise-medaillon-baroque-design-palmyr.jpg|||Tendance ! Cette chaise ovale au design baroque, néoclassique qui fera de votre salle à manger un espace convivial et original. Avec son piètement en inox chromé, cette chaise au dossier haut et arrondi, conjuguera robustesse et confort. Une chaise médaillon design aussi belle qu'originale. S'y installer est un pur plaisir, ces chaises design sauront mettre en valeur les plus belles tables modernes comme la table Betty avec son plateau en verre et ses pieds chromés; Nous vous proposons ces modèles en différents coloris, noir, blanc, gris. et matières, pour un effet croco ou cuir lisse. Enfin une chaise moderne, robuste, facile d'entretien qui répondra parfaitement à votre attente. Vous apprécierez tout particulièrement, son confort d'assise rembourré de mousse et son ergonomie. Cette splendide chaise soulignée de métal chromé a tout pour égayer votre table à manger et vous permet de faire de belles réception. Ces nombreux coloris vous permettront de jouer les décorateurs et d'harmoniser au plus juste votre intérieur design, baroque, contemporain ou classique.||||||||||||https://jump.beezup.com/487~265429783~a7b101e673944c6eb45e2d42b10ae9d7|139.00||||||68|2|||Europe|10|||||
|Baignoire Ilot|Baignoire||3663256173545||Baignoire îlot rétro blanche Mariella|||||3270_3169||||https://meublesmoss.com/13530-medium_default/baignoire-ilot-retro-blanche-mariella.jpg|https://meublesmoss.com/13532-medium_default/baignoire-ilot-retro-blanche-mariella.jpg|https://meublesmoss.com/13531-medium_default/baignoire-ilot-retro-blanche-mariella.jpg|https://meublesmoss.com/1237-medium_default/baignoire-ilot-retro-blanche-mariella.jpg|||Vintage, cette baignoire à pieds griffon donnera du style et un charme indéniable à votre salle de bain. Disposée en îlot dans votre salle de bain, elle sera le point d'orgue de votre déco. Pour cette baignoire autoportante, nous vous conseillons de prévoir les évacuations nécessaires mais également les arrivées d'eau chaude et froide aux endroits que vous souhaitez. Vous pourrez ainsi compléter cette baignoire avec une robinetterie spécifique aux baignoires îlot, fixée au sol à l'extérieur de la baignoire. Un modèle de baignoire stylisé, d’inspiration rétro qui vous permet de vous plonger dans une atmosphère ancienne tout en profitant des prestations les plus récentes. Retrouvez le confort d’un bain enveloppant grâce à cette baignoire sur pieds aux rebords proéminents pour supporter tout le poids de votre détente||||||||||||https://jump.beezup.com/487~265429784~a7b101e673944c6eb45e2d42b10ae9d7|869.00||||||0|2|||Europe|69|||||
|Buffet bas|Buffet & Bahut||3663256167360||Buffet Bahut miroir 3 portes design - Kirby|||||3454_2573||||https://meublesmoss.com/1348-medium_default/buffet-bahut-miroir-3-portes-design-kirby.jpg||||||Un rangement hors du commun ! Ce bahut 3 portes tout recouvert de miroir fera de l'effet. Jouant avec la lumière, il transcendera votre salle à manger ou votre salon. L'effet design et optique est assuré par un jeu de relief : sur chaque porte, sont assemblés 4 miroirs découpés en triangle pour accentuer l'angle saillant. Un assemblage géométrique au service du design !||||||||||||https://jump.beezup.com/487~265429785~a7b101e673944c6eb45e2d42b10ae9d7|989.00|879.00|||||51|2|||Europe|89|||||
|Bout de canapé|Bout de Canapé & guéridon||3663256167377||Chevet de lit miroir bout de canapé design Monaco|||||3455_2152||||https://meublesmoss.com/7827-medium_default/chevet-de-lit-miroir-bout-de-canape-design-monaco.jpg||||||Un design simple et efficace, fera de cette table basse miroir, un meuble intemporel. Facile à intégrer dans tous les styles de déco, cette petite table basse sera utile, disposée seule, en bout de canapé, comme en guise de chevet. Sa structure évidée vous permettra de disposer d'un rangement d'appoint pour entreposer vos livres ou magasines. Créez une zone de rangement qui renvoi la lumière grâce à ce meuble multifonction : table d’appoint, de chevet ou bout de canapé, elle saura trouver sa place dans toutes les pièces d’une habitation moderne.||||||||||||https://jump.beezup.com/487~265429786~a7b101e673944c6eb45e2d42b10ae9d7|249.00||||||26|2|||Europe|39|||||
|Console|Console||3663256167407||Console miroir design - Regina|||||3458||||https://meublesmoss.com/12120-medium_default/console-miroir-design-regina.jpg|https://meublesmoss.com/14131-medium_default/console-miroir-design-regina.jpg|https://meublesmoss.com/12121-medium_default/console-miroir-design-regina.jpg||||Une console design pour un salon d'exception ! Cette console fine et élégante rehaussera la déco de votre pièce, et donnera une touche raffinée. Grâce à ses reflets de miroirs, votre entrée ou votre chambre s'éclairera. Ce meuble d'appoint sera un véritable petit bijou, facile à intégrer dans toute sorte de décoration d'intérieur, classique ou moderne. Un meuble incontournable ! Beaucoup de modernité se dégage de cette commode en miroir de 110cm, dont les pieds peints en noir jouent l’élégance. Haute de 75cm, vous pourrez facilement y glisser une chaise pour créer un pôle écriture dans une entrée ou un espace de mise en beauté dans une chambre.||||||||||||https://jump.beezup.com/487~265429787~a7b101e673944c6eb45e2d42b10ae9d7|349.00|299.00|||||20|2|||Europe|59|||||
|Commode|Commode & Chiffonnier||3663256170988||Commode miroir design avec 3 tiroirs 120 cm - Aimone|||||3463||||https://meublesmoss.com/11986-medium_default/commode-miroir-design-avec-3-tiroirs-120-cm-aimone.jpg|https://meublesmoss.com/11987-medium_default/commode-miroir-design-avec-3-tiroirs-120-cm-aimone.jpg|https://meublesmoss.com/11988-medium_default/commode-miroir-design-avec-3-tiroirs-120-cm-aimone.jpg|https://meublesmoss.com/11989-medium_default/commode-miroir-design-avec-3-tiroirs-120-cm-aimone.jpg|||Tout en élégance cette commode 3 tiroirs s'adaptera aux intérieurs contemporains comme classiques. Lumineuse, elle reflètera la lumière et sera un véritable bijoux pour votre décoration d'intérieur. Dans une chambre ou un salon, cette commode miroir sera un précieux rangement au cachet unique ! Pour compléter vos rangements harmonieusement, la collection Aimone se décline en différentes dimensions. Avec ses 120 cm d'envergure, la commode Aimone sera la pièce maitresse d'un intérieur design. Elle possède 3 grandes unités de rangement qui sont mis en valeur par les grands aplats de miroirs qui la composent. Elle est idéale pour renvoyer la lumière dans une pièce sombre, éclairer un couloir ou servir de chiffonnier dans une chambre.||||||||||||https://jump.beezup.com/487~265429788~a7b101e673944c6eb45e2d42b10ae9d7|649.00|549.00|||||51|2|||Europe|69|||||
|Commode|Commode & Chiffonnier||3663256170988||Commode miroir design avec 3 tiroirs 120 cm - Aimone|||||3463_2214||||https://meublesmoss.com/11987-medium_default/commode-miroir-design-avec-3-tiroirs-120-cm-aimone.jpg|https://meublesmoss.com/11988-medium_default/commode-miroir-design-avec-3-tiroirs-120-cm-aimone.jpg|https://meublesmoss.com/11989-medium_default/commode-miroir-design-avec-3-tiroirs-120-cm-aimone.jpg||||Tout en élégance cette commode 3 tiroirs s'adaptera aux intérieurs contemporains comme classiques. Lumineuse, elle reflètera la lumière et sera un véritable bijoux pour votre décoration d'intérieur. Dans une chambre ou un salon, cette commode miroir sera un précieux rangement au cachet unique ! Pour compléter vos rangements harmonieusement, la collection Aimone se décline en différentes dimensions. Avec ses 120 cm d'envergure, la commode Aimone sera la pièce maitresse d'un intérieur design. Elle possède 3 grandes unités de rangement qui sont mis en valeur par les grands aplats de miroirs qui la composent. Elle est idéale pour renvoyer la lumière dans une pièce sombre, éclairer un couloir ou servir de chiffonnier dans une chambre.||||||||||||https://jump.beezup.com/487~265429789~a7b101e673944c6eb45e2d42b10ae9d7|649.00|549.00|||||51|2|||Europe|69|||||
David Maynadier|Table basse carrée|Table basse||3663256171541||Table basse baroque carrée - Betty|||||3545_222||||https://meublesmoss.com/1408-medium_default/table-basse-baroque-carree-betty.jpg|https://meublesmoss.com/1409-medium_default/table-basse-baroque-carree-betty.jpg|https://meublesmoss.com/1412-medium_default/table-basse-baroque-carree-betty.jpg||||Adeptes du style baroque contemporain ? Adoptez les tables de la collection Betty. Parfaite pour un salon de caractère, la table basse Betty brillera de mille feux. Sa structure en inox chromé lui donnera une solidité à toute épreuve.||||||||||||https://jump.beezup.com/487~265429790~a7b101e673944c6eb45e2d42b10ae9d7|399.00|309.00|||||32|2|||Europe|59|||||
|Meuble de salle de bains|Meuble Salle de bain||3663256170773||Meuble salle de bain double vasque 225 cm Belladonna|||||3548_1589||||https://meublesmoss.com/13507-medium_default/meuble-salle-de-bain-double-vasque-225-cm-belladonna.jpg|https://meublesmoss.com/13508-medium_default/meuble-salle-de-bain-double-vasque-225-cm-belladonna.jpg|https://meublesmoss.com/13509-medium_default/meuble-salle-de-bain-double-vasque-225-cm-belladonna.jpg|https://meublesmoss.com/1431-medium_default/meuble-salle-de-bain-double-vasque-225-cm-belladonna.jpg|||Véritable succès, cet ensemble de salle de bain au design sobre et élégant, aura un charme certain. Équipés de systèmes de fermetures Soft-close et d'un anti-surpression en cas de fermeture violente, les tiroirs intégrés seront des rangements appréciables. Disponible dans de nombreux coloris, cet ensemble trouvera aisément sa place dans les plus belles salle de bain design et contemporaines. L'ensemble Belladonna c'est un miroir, 2 vasques complètes et de grandes unités de rangement ! Ce meuble intemporel cache 3 grands tiroirs pour ranger tous vos accessoires. Les robinets aux lignes rectilignes associé au meuble Belladonna viennent rappeler le design carré des vasques et de la structure de l’ensemble. La bonde de vidage est actionnée par une simple pression pour toujours plus de facilité dans l’utilisation quotidienne de ce meuble de salle de bain au design épuré.||||||||||||https://jump.beezup.com/487~265429791~a7b101e673944c6eb45e2d42b10ae9d7|1359.00|949.00|||||12|2|||Europe|100|||||
|Baignoire Ilot|Baignoire||3663256173590||Baignoire îlot design noir Elena|||||3335||||https://meublesmoss.com/13541-medium_default/baignoire-ilot-design-noir-elena.jpg|https://meublesmoss.com/1265-medium_default/baignoire-ilot-design-noir-elena.jpg|https://meublesmoss.com/1266-medium_default/baignoire-ilot-design-noir-elena.jpg|https://meublesmoss.com/1267-medium_default/baignoire-ilot-design-noir-elena.jpg|||Osez le noir, et donnez à votre salle de bain une atmosphère design hors du commun ! Cette baignoire autoportante, sobre et élégante pourra être disposée au centre de votre pièce en ilot, pour un effet magistral. Il est important dans ce cas, de bien prévoir les arrivées d'eau chaude et froide aux endroits que vous souhaitez, ainsi que les évacuations nécessaires. Vous pourrez compléter votre installation avec la robinetterie Lorena ou Pamela, spécifiquement adaptées aux baignoires ilots. Une baignoire monobloc noire au style résolument contemporain. Prête à poser, elle trouvera sa place au centre de votre salle de bain ou même dans une chambre. Laissez libre court à vos envies.||||||||||||https://jump.beezup.com/487~265429793~a7b101e673944c6eb45e2d42b10ae9d7|959.00||||||2|2|||Europe|50|||||
|Chevet|Table de chevet||3663256167483||Chevet lit capitonné avec éclairage Led - Cubs|||||3465_3287||||https://meublesmoss.com/11729-medium_default/chevet-lit-capitonne-avec-eclairage-led-cubs.jpg||||||Moderne et muni d'un plateau avec éclairage led, ce chevet capitonné accompagnera votre lit design avec élégance. Décliné dans plusieurs coloris, vous trouverez sans nul doute la nuance qui convient à votre chambre, pour une harmonie parfaite. Élégance et raffinement. Les chevets Cubs sont tapissés de similicuir qui est lui-même capitonné pour rajouter à l’atmosphère cosy d’une chambre contemporaine. Son plus ? Un éclairage Led qui illumine son plateau en pvc, pour pousser toujours plus loin le design.||||||||||||https://jump.beezup.com/487~265429794~a7b101e673944c6eb45e2d42b10ae9d7|155.00||||||3|2|||Europe|20|||||
David Maynadier|Chaise|Chaise||3663256169982||Chaise tôle design industriel à l'unité - La Marcelle|||||3473_2917||||https://meublesmoss.com/1380-medium_default/chaise-tole-design-industriel-a-l-unite-la-marcelle.jpg|https://meublesmoss.com/1381-medium_default/chaise-tole-design-industriel-a-l-unite-la-marcelle.jpg|https://meublesmoss.com/1389-medium_default/chaise-tole-design-industriel-a-l-unite-la-marcelle.jpg|https://meublesmoss.com/1390-medium_default/chaise-tole-design-industriel-a-l-unite-la-marcelle.jpg|||Une chaise industrielle accueillante et résistante au design industriel qui fera merveille dans votre déco. La chaise tôle La Marcelle, donnera un look vintage, très tendance dans votre intérieur. Une chaise tout en métal avec une assise bois amovible pour donnez un style design neutre ou coloré à votre intérieur. Cette chaise métallique légèrement vieilli, est disponible en 4 couleurs, blanc, rouge, noire, gris antique. Son design mis au goût du jour permet plus de confort et un bon soutien du dos. Pratique cette chaise bistrot robuste sera se placer dans un intérieur de style moderne, vintage, atelier, loft ou autour de tables dans un café, bureau . Vous pourrez associer cette chaise métal et bois avec nos modèles de tables bois de style industriels ou si vous aimez les contrastes optez pour des tables à manger design. Elle séduira les amateurs de beaux meubles, emblématiques grâce à son esthétisme et ne passera pas inaperçue auprès de vos invités. Unique résistante à tout épreuve !||||||||||||https://jump.beezup.com/487~265429795~a7b101e673944c6eb45e2d42b10ae9d7|199.00|79.00|||||1|2|||Europe|10|||||
|Meuble de salle de bains|Meuble Salle de bain||3663256192324||Meuble de salle de bain simple vasque bicolore 150 cm Carmen|||||3579_3132||||https://meublesmoss.com/13496-medium_default/meuble-de-salle-de-bain-simple-vasque-bicolore-150-cm-carmen.jpg|https://meublesmoss.com/13495-medium_default/meuble-de-salle-de-bain-simple-vasque-bicolore-150-cm-carmen.jpg|https://meublesmoss.com/13497-medium_default/meuble-de-salle-de-bain-simple-vasque-bicolore-150-cm-carmen.jpg|https://meublesmoss.com/1446-medium_default/meuble-de-salle-de-bain-simple-vasque-bicolore-150-cm-carmen.jpg|||Déstructuré, ce meuble de salle de bain au design géométrique, cache bien son jeu ! Un grand tiroir de rangement avec différents compartiments est dissimulé dans la partie blanche, équipé d'un système soft-close BLUM pour une fermeture silencieuse. Le coté sous-vasque jouera quant à lui les contrastes avec au choix, 2 finitions : bois ou laqué noir. Un ensemble très original pour votre salle de bain contemporaine.||||||||||||https://jump.beezup.com/487~265429796~a7b101e673944c6eb45e2d42b10ae9d7|649.00|529.00|||||8|2|||Europe|60|||||
|Tabouret de bar|Tabouret||3663256178182||Tabouret baroque de cuisine - Palmyr - tabouret design assise : 65 cm|||||3741_2963||||https://meublesmoss.com/1521-medium_default/tabouret-baroque-de-cuisine-palmyr-tabouret-design-assise-65-cm.jpg|https://meublesmoss.com/1515-medium_default/tabouret-baroque-de-cuisine-palmyr-tabouret-design-assise-65-cm.jpg|||||Confort garanti avec ce tabouret de cuisine au piètement inox chromé. Sa hauteur d'assise de 65 cm sera adaptée aux table hautes ou ilot de cuisine, vous permettra de donner du style et de l'élégance à votre coin repas. Pour une ambiance baroque ou contemporaine vous aurez le choix entre le revêtement similicuir ou l'aspect croco. Découvrez la collection Palmyr, déclinée en version chaise ou tabouret de bar avec une hauteur d'assise à 75 cm.||||||||||||https://jump.beezup.com/487~265429799~a7b101e673944c6eb45e2d42b10ae9d7|169.00||||||32|2|||Europe|15|||||
David Maynadier|Tabouret de bar|Tabouret||3663256178779||Tabouret de cuisine en inox brossé hauteur assise 65cm - Barcy|||||3748_3029||||https://meublesmoss.com/1527-medium_default/tabouret-de-cuisine-en-inox-brosse-hauteur-assise-65cm-barcy.jpg||||||Un tabouret à hauteur idéale pour l'associer à une table haute moderne ou contre un ilot de cuisine. Ce tabouret de cuisine au design incurvé recouvert de simili, vous permettra de recevoir vos convives avec confort et design, tout en étant légèrement moins haut qu'un tabouret de bar traditionnel.||||||||||||https://jump.beezup.com/487~265429800~a7b101e673944c6eb45e2d42b10ae9d7|169.00|129.00|||||4|2|||Europe|15|||||
David Maynadier|Tabouret de bar|Tabouret||3663256178717||Tabouret de cuisine en inox brossé hauteur assise 65cm - Barcy|||||3748||||https://meublesmoss.com/1524-medium_default/tabouret-de-cuisine-en-inox-brosse-hauteur-assise-65cm-barcy.jpg|https://meublesmoss.com/1525-medium_default/tabouret-de-cuisine-en-inox-brosse-hauteur-assise-65cm-barcy.jpg|https://meublesmoss.com/1526-medium_default/tabouret-de-cuisine-en-inox-brosse-hauteur-assise-65cm-barcy.jpg|https://meublesmoss.com/1527-medium_default/tabouret-de-cuisine-en-inox-brosse-hauteur-assise-65cm-barcy.jpg|||Un tabouret à hauteur idéale pour l'associer à une table haute moderne ou contre un ilot de cuisine. Ce tabouret de cuisine au design incurvé recouvert de simili, vous permettra de recevoir vos convives avec confort et design, tout en étant légèrement moins haut qu'un tabouret de bar traditionnel.||||||||||||https://jump.beezup.com/487~265429801~a7b101e673944c6eb45e2d42b10ae9d7|169.00|129.00|||||35|2|||Europe|15|||||
|Table basse carrée|Table basse||3663256179301||Table basse moderne en bois - Emiliano|||||3766||||https://meublesmoss.com/7764-medium_default/table-basse-moderne-en-bois-emiliano.jpg|https://meublesmoss.com/1555-medium_default/table-basse-moderne-en-bois-emiliano.jpg|||||Pour aménager un salon dans un esprit moderne et chaleureux, cette table basse bois sera parfaite. Son aspect brut et sa teinte naturelle conférera à votre salon un style naturel, sa ligne sobre apportera modernité . De plus sa fabrication italienne garantit sa robustesse. Fabrication italienne||||||||||||https://jump.beezup.com/487~265429802~a7b101e673944c6eb45e2d42b10ae9d7|289.00||||||1|2|||Europe|35|||||
David Maynadier|Tabouret de bar|Tabouret||3663256178762||Tabouret de cuisine en inox brossé hauteur assise 65cm - Barcy|||||3748_3030||||https://meublesmoss.com/1526-medium_default/tabouret-de-cuisine-en-inox-brosse-hauteur-assise-65cm-barcy.jpg||||||Un tabouret à hauteur idéale pour l'associer à une table haute moderne ou contre un ilot de cuisine. Ce tabouret de cuisine au design incurvé recouvert de simili, vous permettra de recevoir vos convives avec confort et design, tout en étant légèrement moins haut qu'un tabouret de bar traditionnel.||||||||||||https://jump.beezup.com/487~265429803~a7b101e673944c6eb45e2d42b10ae9d7|169.00|129.00|||||4|2|||Europe|15|||||
